event_id,event_ts,event_date,user_id,session_id,event_type,product_id,product_name,device,country,traffic_source
e_u_00012_s_u_00012_002_1767919112,2026-01-09 00:38:32+00:00,2026-01-09 00:00:00,u_00012,s_u_00012_002,product_view,p_0016,Product 016,mobile,UK,organic
e_u_00012_s_u_00012_002_1767919744,2026-01-09 00:49:04+00:00,2026-01-09 00:00:00,u_00012,s_u_00012_002,add_to_cart,p_0016,Product 016,desktop,UK,paid
e_u_00013_s_u_00013_000_1768139371,2026-01-11 13:49:31+00:00,2026-01-11 00:00:00,u_00013,s_u_00013_000,page_view,p_0054,Product 054,mobile,UK,referral
e_u_00013_s_u_00013_000_1768139533,2026-01-11 13:52:13+00:00,2026-01-11 00:00:00,u_00013,s_u_00013_000,product_view,p_0054,Product 054,mobile,IN,organic
e_u_00013_s_u_00013_000_1768139534,2026-01-11 13:52:14+00:00,2026-01-11 00:00:00,u_00013,s_u_00013_000,product_view,p_0054,Product 054,mobile,US,direct
e_u_00013_s_u_00013_000_1768139958,2026-01-11 13:59:18+00:00,2026-01-11 00:00:00,u_00013,s_u_00013_000,product_view,p_0054,Product 054,mobile,CA,paid
e_u_00013_s_u_00013_000_1768139973,2026-01-11 13:59:33+00:00,2026-01-11 00:00:00,u_00013,s_u_00013_000,product_view,p_0054,Product 054,mobile,US,paid
e_u_00013_s_u_00013_000_1768140090,2026-01-11 14:01:30+00:00,2026-01-11 00:00:00,u_00013,s_u_00013_000,product_view,p_0054,Product 054,mobile,IN,organic
e_u_00013_s_u_00013_000_1768140135,2026-01-11 14:02:15+00:00,2026-01-11 00:00:00,u_00013,s_u_00013_000,product_view,p_0054,Product 054,mobile,US,paid
e_u_00013_s_u_00013_000_1768140169,2026-01-11 14:02:49+00:00,2026-01-11 00:00:00,u_00013,s_u_00013_000,add_to_cart,p_0054,Product 054,mobile,IN,email
e_u_00013_s_u_00013_001_1768378372,2026-01-14 08:12:52+00:00,2026-01-14 00:00:00,u_00013,s_u_00013_001,page_view,p_0088,Product 088,mobile,CA,organic
e_u_00013_s_u_00013_001_1768378385,2026-01-14 08:13:05+00:00,2026-01-14 00:00:00,u_00013,s_u_00013_001,page_view,p_0088,Product 088,desktop,CA,direct
e_u_00013_s_u_00013_001_1768378534,2026-01-14 08:15:34+00:00,2026-01-14 00:00:00,u_00013,s_u_00013_001,product_view,p_0088,Product 088,desktop,US,paid
e_u_00013_s_u_00013_001_1768378728,2026-01-14 08:18:48+00:00,2026-01-14 00:00:00,u_00013,s_u_00013_001,product_view,p_0088,Product 088,mobile,US,direct
e_u_00013_s_u_00013_002_1768296085,2026-01-13 09:21:25+00:00,2026-01-13 00:00:00,u_00013,s_u_00013_002,page_view,p_0064,Product 064,desktop,IN,referral
e_u_00013_s_u_00013_002_1768296161,2026-01-13 09:22:41+00:00,2026-01-13 00:00:00,u_00013,s_u_00013_002,product_view,p_0064,Product 064,mobile,IN,organic
e_u_00013_s_u_00013_002_1768296179,2026-01-13 09:22:59+00:00,2026-01-13 00:00:00,u_00013,s_u_00013_002,product_view,p_0064,Product 064,mobile,US,direct
e_u_00013_s_u_00013_002_1768296222,2026-01-13 09:23:42+00:00,2026-01-13 00:00:00,u_00013,s_u_00013_002,product_view,p_0064,Product 064,mobile,US,organic
e_u_00013_s_u_00013_002_1768296288,2026-01-13 09:24:48+00:00,2026-01-13 00:00:00,u_00013,s_u_00013_002,product_view,p_0064,Product 064,mobile,UK,organic
e_u_00013_s_u_00013_002_1768296345,2026-01-13 09:25:45+00:00,2026-01-13 00:00:00,u_00013,s_u_00013_002,product_view,p_0064,Product 064,desktop,UK,direct
e_u_00013_s_u_00013_002_1768296438,2026-01-13 09:27:18+00:00,2026-01-13 00:00:00,u_00013,s_u_00013_002,page_view,p_0064,Product 064,mobile,US,email
e_u_00013_s_u_00013_002_1768296500,2026-01-13 09:28:20+00:00,2026-01-13 00:00:00,u_00013,s_u_00013_002,page_view,p_0064,Product 064,mobile,IN,organic
e_u_00013_s_u_00013_002_1768296502,2026-01-13 09:28:22+00:00,2026-01-13 00:00:00,u_00013,s_u_00013_002,product_view,p_0064,Product 064,desktop,UK,email
e_u_00013_s_u_00013_002_1768296503,2026-01-13 09:28:23+00:00,2026-01-13 00:00:00,u_00013,s_u_00013_002,product_view,p_0064,Product 064,mobile,IN,paid
e_u_00013_s_u_00013_002_1768296606,2026-01-13 09:30:06+00:00,2026-01-13 00:00:00,u_00013,s_u_00013_002,page_view,p_0064,Product 064,desktop,US,paid
e_u_00013_s_u_00013_002_1768296646,2026-01-13 09:30:46+00:00,2026-01-13 00:00:00,u_00013,s_u_00013_002,product_view,p_0064,Product 064,mobile,CA,paid
e_u_00013_s_u_00013_002_1768296678,2026-01-13 09:31:18+00:00,2026-01-13 00:00:00,u_00013,s_u_00013_002,product_view,p_0064,Product 064,mobile,US,email
e_u_00013_s_u_00013_003_1768251744,2026-01-12 21:02:24+00:00,2026-01-12 00:00:00,u_00013,s_u_00013_003,page_view,p_0037,Product 037,mobile,AU,email
e_u_00013_s_u_00013_003_1768251828,2026-01-12 21:03:48+00:00,2026-01-12 00:00:00,u_00013,s_u_00013_003,page_view,p_0037,Product 037,desktop,US,organic
e_u_00013_s_u_00013_003_1768251849,2026-01-12 21:04:09+00:00,2026-01-12 00:00:00,u_00013,s_u_00013_003,page_view,p_0037,Product 037,desktop,UK,paid
e_u_00013_s_u_00013_003_1768251912,2026-01-12 21:05:12+00:00,2026-01-12 00:00:00,u_00013,s_u_00013_003,product_view,p_0037,Product 037,mobile,UK,direct
e_u_00013_s_u_00013_003_1768251925,2026-01-12 21:05:25+00:00,2026-01-12 00:00:00,u_00013,s_u_00013_003,product_view,p_0037,Product 037,mobile,CA,organic
e_u_00013_s_u_00013_003_1768252119,2026-01-12 21:08:39+00:00,2026-01-12 00:00:00,u_00013,s_u_00013_003,product_view,p_0037,Product 037,desktop,US,paid
e_u_00013_s_u_00013_003_1768252124,2026-01-12 21:08:44+00:00,2026-01-12 00:00:00,u_00013,s_u_00013_003,page_view,p_0037,Product 037,desktop,US,paid
e_u_00013_s_u_00013_003_1768252165,2026-01-12 21:09:25+00:00,2026-01-12 00:00:00,u_00013,s_u_00013_003,product_view,p_0037,Product 037,mobile,US,organic
e_u_00013_s_u_00013_003_1768252192,2026-01-12 21:09:52+00:00,2026-01-12 00:00:00,u_00013,s_u_00013_003,product_view,p_0037,Product 037,mobile,US,direct
e_u_00013_s_u_00013_003_1768252207,2026-01-12 21:10:07+00:00,2026-01-12 00:00:00,u_00013,s_u_00013_003,product_view,p_0037,Product 037,mobile,US,direct
e_u_00013_s_u_00013_003_1768252256,2026-01-12 21:10:56+00:00,2026-01-12 00:00:00,u_00013,s_u_00013_003,add_to_cart,p_0037,Product 037,desktop,IN,email
e_u_00014_s_u_00014_000_1768388172,2026-01-14 10:56:12+00:00,2026-01-14 00:00:00,u_00014,s_u_00014_000,page_view,p_0087,Product 087,mobile,CA,paid
e_u_00014_s_u_00014_000_1768388546,2026-01-14 11:02:26+00:00,2026-01-14 00:00:00,u_00014,s_u_00014_000,product_view,p_0087,Product 087,mobile,US,organic
e_u_00014_s_u_00014_000_1768388550,2026-01-14 11:02:30+00:00,2026-01-14 00:00:00,u_00014,s_u_00014_000,product_view,p_0087,Product 087,desktop,IN,referral
e_u_00014_s_u_00014_000_1768388721,2026-01-14 11:05:21+00:00,2026-01-14 00:00:00,u_00014,s_u_00014_000,page_view,p_0087,Product 087,mobile,US,organic
e_u_00014_s_u_00014_000_1768388796,2026-01-14 11:06:36+00:00,2026-01-14 00:00:00,u_00014,s_u_00014_000,page_view,p_0087,Product 087,mobile,US,paid
e_u_00014_s_u_00014_000_1768389007,2026-01-14 11:10:07+00:00,2026-01-14 00:00:00,u_00014,s_u_00014_000,product_view,p_0087,Product 087,desktop,IN,organic
e_u_00014_s_u_00014_001_1768396070,2026-01-14 13:07:50+00:00,2026-01-14 00:00:00,u_00014,s_u_00014_001,page_view,p_0054,Product 054,mobile,IN,paid
e_u_00014_s_u_00014_001_1768396222,2026-01-14 13:10:22+00:00,2026-01-14 00:00:00,u_00014,s_u_00014_001,page_view,p_0054,Product 054,mobile,IN,referral
e_u_00014_s_u_00014_001_1768396289,2026-01-14 13:11:29+00:00,2026-01-14 00:00:00,u_00014,s_u_00014_001,product_view,p_0054,Product 054,mobile,AU,organic
e_u_00014_s_u_00014_001_1768396424,2026-01-14 13:13:44+00:00,2026-01-14 00:00:00,u_00014,s_u_00014_001,page_view,p_0054,Product 054,mobile,IN,direct
e_u_00014_s_u_00014_001_1768396618,2026-01-14 13:16:58+00:00,2026-01-14 00:00:00,u_00014,s_u_00014_001,product_view,p_0054,Product 054,mobile,IN,paid
e_u_00014_s_u_00014_001_1768396690,2026-01-14 13:18:10+00:00,2026-01-14 00:00:00,u_00014,s_u_00014_001,product_view,p_0054,Product 054,desktop,AU,organic
e_u_00014_s_u_00014_001_1768396712,2026-01-14 13:18:32+00:00,2026-01-14 00:00:00,u_00014,s_u_00014_001,product_view,p_0054,Product 054,mobile,UK,organic
e_u_00014_s_u_00014_002_1768336096,2026-01-13 20:28:16+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,page_view,p_0061,Product 061,mobile,CA,referral
e_u_00014_s_u_00014_002_1768336128,2026-01-13 20:28:48+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,product_view,p_0061,Product 061,desktop,US,email
e_u_00014_s_u_00014_002_1768336260,2026-01-13 20:31:00+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,page_view,p_0061,Product 061,mobile,US,organic
e_u_00014_s_u_00014_002_1768336312,2026-01-13 20:31:52+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,product_view,p_0061,Product 061,mobile,US,direct
e_u_00014_s_u_00014_002_1768336381,2026-01-13 20:33:01+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,product_view,p_0061,Product 061,mobile,AU,paid
e_u_00014_s_u_00014_002_1768336385,2026-01-13 20:33:05+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,page_view,p_0061,Product 061,mobile,CA,organic
e_u_00014_s_u_00014_002_1768336432,2026-01-13 20:33:52+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,page_view,p_0061,Product 061,mobile,UK,direct
e_u_00014_s_u_00014_002_1768336459,2026-01-13 20:34:19+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,product_view,p_0061,Product 061,mobile,US,organic
e_u_00014_s_u_00014_002_1768336462,2026-01-13 20:34:22+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,product_view,p_0061,Product 061,desktop,CA,direct
e_u_00014_s_u_00014_002_1768336507,2026-01-13 20:35:07+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,product_view,p_0061,Product 061,mobile,AU,paid
e_u_00014_s_u_00014_002_1768336553,2026-01-13 20:35:53+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,product_view,p_0061,Product 061,mobile,AU,paid
e_u_00014_s_u_00014_002_1768336671,2026-01-13 20:37:51+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,product_view,p_0061,Product 061,desktop,CA,organic
e_u_00014_s_u_00014_002_1768336760,2026-01-13 20:39:20+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,add_to_cart,p_0061,Product 061,mobile,UK,paid
e_u_00014_s_u_00014_002_1768336922,2026-01-13 20:42:02+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,checkout,p_0061,Product 061,mobile,US,referral
e_u_00014_s_u_00014_002_1768336967,2026-01-13 20:42:47+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_002,purchase,p_0061,Product 061,mobile,IN,paid
e_u_00014_s_u_00014_003_1768302000,2026-01-13 11:00:00+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_003,page_view,p_0094,Product 094,tablet,AU,organic
e_u_00014_s_u_00014_003_1768302067,2026-01-13 11:01:07+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_003,page_view,p_0094,Product 094,desktop,IN,email
e_u_00014_s_u_00014_003_1768302082,2026-01-13 11:01:22+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_003,product_view,p_0094,Product 094,desktop,AU,organic
e_u_00014_s_u_00014_003_1768302095,2026-01-13 11:01:35+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_003,page_view,p_0094,Product 094,mobile,UK,organic
e_u_00014_s_u_00014_003_1768302203,2026-01-13 11:03:23+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_003,product_view,p_0094,Product 094,mobile,UK,organic
e_u_00014_s_u_00014_003_1768302217,2026-01-13 11:03:37+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_003,page_view,p_0094,Product 094,mobile,IN,paid
e_u_00014_s_u_00014_003_1768302328,2026-01-13 11:05:28+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_003,page_view,p_0094,Product 094,desktop,AU,organic
e_u_00014_s_u_00014_003_1768302356,2026-01-13 11:05:56+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_003,product_view,p_0094,Product 094,desktop,IN,paid
e_u_00014_s_u_00014_003_1768302460,2026-01-13 11:07:40+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_003,product_view,p_0094,Product 094,mobile,IN,organic
e_u_00014_s_u_00014_004_1768323157,2026-01-13 16:52:37+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_004,page_view,p_0030,Product 030,desktop,IN,organic
e_u_00014_s_u_00014_004_1768323295,2026-01-13 16:54:55+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_004,page_view,p_0030,Product 030,desktop,IN,direct
e_u_00014_s_u_00014_004_1768323393,2026-01-13 16:56:33+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_004,product_view,p_0030,Product 030,mobile,US,referral
e_u_00014_s_u_00014_004_1768323419,2026-01-13 16:56:59+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_004,page_view,p_0030,Product 030,desktop,US,organic
e_u_00014_s_u_00014_004_1768323432,2026-01-13 16:57:12+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_004,page_view,p_0030,Product 030,mobile,IN,direct
e_u_00014_s_u_00014_004_1768323695,2026-01-13 17:01:35+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_004,page_view,p_0030,Product 030,desktop,CA,direct
e_u_00014_s_u_00014_004_1768323703,2026-01-13 17:01:43+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_004,product_view,p_0030,Product 030,desktop,UK,paid
e_u_00014_s_u_00014_004_1768323774,2026-01-13 17:02:54+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_004,page_view,p_0030,Product 030,mobile,US,organic
e_u_00014_s_u_00014_004_1768323795,2026-01-13 17:03:15+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_004,product_view,p_0030,Product 030,desktop,US,paid
e_u_00014_s_u_00014_004_1768323825,2026-01-13 17:03:45+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_004,product_view,p_0030,Product 030,mobile,UK,paid
e_u_00014_s_u_00014_004_1768323834,2026-01-13 17:03:54+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_004,page_view,p_0030,Product 030,mobile,US,organic
e_u_00014_s_u_00014_004_1768323898,2026-01-13 17:04:58+00:00,2026-01-13 00:00:00,u_00014,s_u_00014_004,product_view,p_0030,Product 030,tablet,CA,paid
e_u_00015_s_u_00015_000_1768385986,2026-01-14 10:19:46+00:00,2026-01-14 00:00:00,u_00015,s_u_00015_000,page_view,p_0042,Product 042,desktop,US,direct
e_u_00015_s_u_00015_000_1768386023,2026-01-14 10:20:23+00:00,2026-01-14 00:00:00,u_00015,s_u_00015_000,page_view,p_0042,Product 042,desktop,IN,organic
e_u_00015_s_u_00015_000_1768386034,2026-01-14 10:20:34+00:00,2026-01-14 00:00:00,u_00015,s_u_00015_000,product_view,p_0042,Product 042,tablet,IN,direct
e_u_00015_s_u_00015_000_1768386048,2026-01-14 10:20:48+00:00,2026-01-14 00:00:00,u_00015,s_u_00015_000,product_view,p_0042,Product 042,mobile,US,organic
e_u_00015_s_u_00015_000_1768386148,2026-01-14 10:22:28+00:00,2026-01-14 00:00:00,u_00015,s_u_00015_000,page_view,p_0042,Product 042,mobile,US,referral
e_u_00015_s_u_00015_000_1768386297,2026-01-14 10:24:57+00:00,2026-01-14 00:00:00,u_00015,s_u_00015_000,product_view,p_0042,Product 042,mobile,AU,direct
e_u_00015_s_u_00015_000_1768386350,2026-01-14 10:25:50+00:00,2026-01-14 00:00:00,u_00015,s_u_00015_000,product_view,p_0042,Product 042,desktop,US,referral
e_u_00015_s_u_00015_000_1768386594,2026-01-14 10:29:54+00:00,2026-01-14 00:00:00,u_00015,s_u_00015_000,product_view,p_0042,Product 042,mobile,US,organic
e_u_00015_s_u_00015_001_1768288327,2026-01-13 07:12:07+00:00,2026-01-13 00:00:00,u_00015,s_u_00015_001,page_view,p_0046,Product 046,desktop,US,referral
e_u_00015_s_u_00015_001_1768288392,2026-01-13 07:13:12+00:00,2026-01-13 00:00:00,u_00015,s_u_00015_001,page_view,p_0046,Product 046,desktop,IN,direct
e_u_00015_s_u_00015_001_1768288474,2026-01-13 07:14:34+00:00,2026-01-13 00:00:00,u_00015,s_u_00015_001,product_view,p_0046,Product 046,mobile,UK,organic
e_u_00015_s_u_00015_001_1768288680,2026-01-13 07:18:00+00:00,2026-01-13 00:00:00,u_00015,s_u_00015_001,product_view,p_0046,Product 046,mobile,IN,paid
e_u_00015_s_u_00015_001_1768288721,2026-01-13 07:18:41+00:00,2026-01-13 00:00:00,u_00015,s_u_00015_001,product_view,p_0046,Product 046,desktop,CA,paid
e_u_00015_s_u_00015_001_1768288778,2026-01-13 07:19:38+00:00,2026-01-13 00:00:00,u_00015,s_u_00015_001,add_to_cart,p_0046,Product 046,desktop,IN,referral
e_u_00015_s_u_00015_001_1768288970,2026-01-13 07:22:50+00:00,2026-01-13 00:00:00,u_00015,s_u_00015_001,checkout,p_0046,Product 046,mobile,AU,paid
e_u_00016_s_u_00016_000_1768273398,2026-01-13 03:03:18+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_000,page_view,p_0034,Product 034,mobile,US,paid
e_u_00016_s_u_00016_000_1768273446,2026-01-13 03:04:06+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_000,page_view,p_0034,Product 034,mobile,US,paid
e_u_00016_s_u_00016_000_1768273610,2026-01-13 03:06:50+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_000,product_view,p_0034,Product 034,mobile,CA,referral
e_u_00016_s_u_00016_000_1768273799,2026-01-13 03:09:59+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_000,product_view,p_0034,Product 034,desktop,AU,organic
e_u_00016_s_u_00016_000_1768273896,2026-01-13 03:11:36+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_000,product_view,p_0034,Product 034,mobile,IN,organic
e_u_00016_s_u_00016_000_1768273981,2026-01-13 03:13:01+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_000,add_to_cart,p_0034,Product 034,mobile,US,organic
e_u_00016_s_u_00016_001_1768417007,2026-01-14 18:56:47+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_001,page_view,p_0066,Product 066,desktop,IN,paid
e_u_00016_s_u_00016_001_1768417026,2026-01-14 18:57:06+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_001,page_view,p_0066,Product 066,mobile,US,organic
e_u_00016_s_u_00016_001_1768417208,2026-01-14 19:00:08+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_001,product_view,p_0066,Product 066,desktop,IN,direct
e_u_00016_s_u_00016_001_1768417210,2026-01-14 19:00:10+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_001,page_view,p_0066,Product 066,mobile,IN,organic
e_u_00016_s_u_00016_001_1768417234,2026-01-14 19:00:34+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_001,page_view,p_0066,Product 066,mobile,UK,referral
e_u_00016_s_u_00016_001_1768417307,2026-01-14 19:01:47+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_001,product_view,p_0066,Product 066,mobile,IN,direct
e_u_00016_s_u_00016_001_1768417347,2026-01-14 19:02:27+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_001,page_view,p_0066,Product 066,mobile,UK,referral
e_u_00016_s_u_00016_001_1768417406,2026-01-14 19:03:26+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_001,product_view,p_0066,Product 066,desktop,IN,paid
e_u_00016_s_u_00016_001_1768417445,2026-01-14 19:04:05+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_001,page_view,p_0066,Product 066,mobile,US,paid
e_u_00016_s_u_00016_001_1768417506,2026-01-14 19:05:06+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_001,page_view,p_0066,Product 066,mobile,IN,email
e_u_00016_s_u_00016_001_1768417522,2026-01-14 19:05:22+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_001,page_view,p_0066,Product 066,mobile,AU,referral
e_u_00016_s_u_00016_001_1768417793,2026-01-14 19:09:53+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_001,product_view,p_0066,Product 066,mobile,AU,organic
e_u_00016_s_u_00016_002_1768278029,2026-01-13 04:20:29+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_002,page_view,p_0037,Product 037,mobile,IN,organic
e_u_00016_s_u_00016_002_1768278066,2026-01-13 04:21:06+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_002,page_view,p_0037,Product 037,mobile,US,paid
e_u_00016_s_u_00016_002_1768278209,2026-01-13 04:23:29+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_002,product_view,p_0037,Product 037,mobile,IN,paid
e_u_00016_s_u_00016_002_1768278294,2026-01-13 04:24:54+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_002,product_view,p_0037,Product 037,mobile,IN,organic
e_u_00016_s_u_00016_002_1768278355,2026-01-13 04:25:55+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_002,page_view,p_0037,Product 037,tablet,CA,organic
e_u_00016_s_u_00016_002_1768278357,2026-01-13 04:25:57+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_002,product_view,p_0037,Product 037,mobile,UK,paid
e_u_00016_s_u_00016_002_1768278387,2026-01-13 04:26:27+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_002,product_view,p_0037,Product 037,desktop,US,email
e_u_00016_s_u_00016_002_1768278411,2026-01-13 04:26:51+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_002,add_to_cart,p_0037,Product 037,mobile,CA,direct
e_u_00016_s_u_00016_003_1768321677,2026-01-13 16:27:57+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_003,page_view,p_0048,Product 048,desktop,CA,referral
e_u_00016_s_u_00016_003_1768321729,2026-01-13 16:28:49+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_003,product_view,p_0048,Product 048,mobile,IN,direct
e_u_00016_s_u_00016_003_1768321767,2026-01-13 16:29:27+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_003,product_view,p_0048,Product 048,desktop,UK,paid
e_u_00016_s_u_00016_003_1768321771,2026-01-13 16:29:31+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_003,add_to_cart,p_0048,Product 048,desktop,IN,organic
e_u_00016_s_u_00016_003_1768322204,2026-01-13 16:36:44+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_003,checkout,p_0048,Product 048,desktop,IN,direct
e_u_00016_s_u_00016_003_1768322395,2026-01-13 16:39:55+00:00,2026-01-13 00:00:00,u_00016,s_u_00016_003,purchase,p_0048,Product 048,mobile,CA,organic
e_u_00016_s_u_00016_004_1768013479,2026-01-10 02:51:19+00:00,2026-01-10 00:00:00,u_00016,s_u_00016_004,page_view,p_0046,Product 046,mobile,CA,paid
e_u_00016_s_u_00016_004_1768013519,2026-01-10 02:51:59+00:00,2026-01-10 00:00:00,u_00016,s_u_00016_004,page_view,p_0046,Product 046,desktop,AU,direct
e_u_00016_s_u_00016_004_1768013902,2026-01-10 02:58:22+00:00,2026-01-10 00:00:00,u_00016,s_u_00016_004,page_view,p_0046,Product 046,desktop,US,organic
e_u_00016_s_u_00016_004_1768014067,2026-01-10 03:01:07+00:00,2026-01-10 00:00:00,u_00016,s_u_00016_004,page_view,p_0046,Product 046,mobile,US,referral
e_u_00016_s_u_00016_004_1768014130,2026-01-10 03:02:10+00:00,2026-01-10 00:00:00,u_00016,s_u_00016_004,product_view,p_0046,Product 046,mobile,US,organic
e_u_00016_s_u_00016_004_1768014195,2026-01-10 03:03:15+00:00,2026-01-10 00:00:00,u_00016,s_u_00016_004,product_view,p_0046,Product 046,desktop,US,organic
e_u_00016_s_u_00016_004_1768014338,2026-01-10 03:05:38+00:00,2026-01-10 00:00:00,u_00016,s_u_00016_004,add_to_cart,p_0046,Product 046,desktop,CA,referral
e_u_00016_s_u_00016_005_1768422555,2026-01-14 20:29:15+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_005,page_view,p_0029,Product 029,mobile,US,organic
e_u_00016_s_u_00016_005_1768422670,2026-01-14 20:31:10+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_005,product_view,p_0029,Product 029,desktop,US,organic
e_u_00016_s_u_00016_005_1768422805,2026-01-14 20:33:25+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_005,page_view,p_0029,Product 029,desktop,UK,organic
e_u_00016_s_u_00016_005_1768422904,2026-01-14 20:35:04+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_005,product_view,p_0029,Product 029,mobile,CA,organic
e_u_00016_s_u_00016_005_1768422998,2026-01-14 20:36:38+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_005,page_view,p_0029,Product 029,tablet,UK,direct
e_u_00016_s_u_00016_005_1768423147,2026-01-14 20:39:07+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_005,page_view,p_0029,Product 029,desktop,US,organic
e_u_00016_s_u_00016_005_1768423237,2026-01-14 20:40:37+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_005,product_view,p_0029,Product 029,desktop,US,paid
e_u_00016_s_u_00016_005_1768423419,2026-01-14 20:43:39+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_005,product_view,p_0029,Product 029,mobile,IN,organic
e_u_00016_s_u_00016_005_1768423432,2026-01-14 20:43:52+00:00,2026-01-14 00:00:00,u_00016,s_u_00016_005,product_view,p_0029,Product 029,mobile,AU,referral
e_u_00017_s_u_00017_000_1767936519,2026-01-09 05:28:39+00:00,2026-01-09 00:00:00,u_00017,s_u_00017_000,page_view,p_0097,Product 097,desktop,US,email
e_u_00017_s_u_00017_000_1767936730,2026-01-09 05:32:10+00:00,2026-01-09 00:00:00,u_00017,s_u_00017_000,page_view,p_0097,Product 097,mobile,IN,direct
e_u_00017_s_u_00017_000_1767936758,2026-01-09 05:32:38+00:00,2026-01-09 00:00:00,u_00017,s_u_00017_000,page_view,p_0097,Product 097,mobile,AU,direct
e_u_00017_s_u_00017_000_1767936782,2026-01-09 05:33:02+00:00,2026-01-09 00:00:00,u_00017,s_u_00017_000,product_view,p_0097,Product 097,mobile,US,direct
e_u_00017_s_u_00017_000_1767936787,2026-01-09 05:33:07+00:00,2026-01-09 00:00:00,u_00017,s_u_00017_000,product_view,p_0097,Product 097,mobile,IN,direct
e_u_00017_s_u_00017_000_1767936805,2026-01-09 05:33:25+00:00,2026-01-09 00:00:00,u_00017,s_u_00017_000,product_view,p_0097,Product 097,mobile,IN,paid
e_u_00017_s_u_00017_000_1767936814,2026-01-09 05:33:34+00:00,2026-01-09 00:00:00,u_00017,s_u_00017_000,page_view,p_0097,Product 097,desktop,AU,direct
